instant,date,season,hr,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,cnt,month,year,index
7986,2011-12-04,4,9,0,0,0,1,0.3,0.3333,0.81,0.0,12,114,126,12,2011,7985
7987,2011-12-04,4,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,216,12,2011,7986
7988,2011-12-04,4,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254,12,2011,7987
7989,2011-12-04,4,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,329,12,2011,7988
7990,2011-12-04,4,13,0,0,0,1,0.4,0.4091,0.66,0.2239,88,269,357,12,2011,7989
7991,2011-12-04,4,14,0,0,0,1,0.42,0.4242,0.62,0.1343,77,246,323,12,2011,7990
7992,2011-12-04,4,15,0,0,0,1,0.42,0.4242,0.62,0.19399999999999998,69,227,296,12,2011,7991
7993,2011-12-04,4,16,0,0,0,1,0.42,0.4242,0.58,0.2239,64,266,330,12,2011,7992
7994,2011-12-04,4,17,0,0,0,1,0.38,0.3939,0.76,0.1343,38,207,245,12,2011,7993
7995,2011-12-04,4,18,0,0,0,1,0.38,0.3939,0.71,0.0,10,161,171,12,2011,7994
7996,2011-12-04,4,19,0,0,0,1,0.38,0.3939,0.76,0.0,15,158,173,12,2011,7995
7997,2011-12-04,4,20,0,0,0,1,0.36,0.3485,0.76,0.1343,8,116,124,12,2011,7996
7998,2011-12-04,4,21,0,0,0,1,0.36,0.3636,0.81,0.1045,7,65,72,12,2011,7997
7999,2011-12-04,4,22,0,0,0,1,0.34,0.3485,0.87,0.1045,5,59,64,12,2011,7998
8000,2011-12-04,4,23,0,0,0,1,0.34,0.3485,0.87,0.1045,3,42,45,12,2011,7999
8001,2011-12-05,4,0,0,1,1,1,0.32,0.3333,0.87,0.0896,3,21,24,12,2011,8000
8002,2011-12-05,4,1,0,1,1,1,0.32,0.3485,0.87,0.0,2,10,12,12,2011,8001
8003,2011-12-05,4,2,0,1,1,1,0.32,0.3485,0.87,0.0,0,8,8,12,2011,8002
8004,2011-12-05,4,3,0,1,1,1,0.32,0.3485,0.87,0.0,0,2,2,12,2011,8003
8005,2011-12-05,4,4,0,1,1,1,0.3,0.3182,0.87,0.1045,0,7,7,12,2011,8004
8006,2011-12-05,4,5,0,1,1,1,0.3,0.3182,0.87,0.1045,1,24,25,12,2011,8005
8007,2011-12-05,4,6,0,1,1,1,0.3,0.3182,0.93,0.0896,1,89,90,12,2011,8006
8008,2011-12-05,4,7,0,1,1,1,0.32,0.3485,0.9,0.0,9,274,283,12,2011,8007
8009,2011-12-05,4,8,0,1,1,1,0.32,0.3485,0.93,0.0,12,392,404,12,2011,8008
8010,2011-12-05,4,9,0,1,1,2,0.36,0.3636,0.87,0.0896,12,178,190,12,2011,8009
8011,2011-12-05,4,10,0,1,1,2,0.36,0.3636,0.87,0.0896,9,78,87,12,2011,8010
8012,2011-12-05,4,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123,12,2011,8011
8013,2011-12-05,4,12,0,1,1,2,0.4,0.4091,0.76,0.1045,29,125,154,12,2011,8012
8014,2011-12-05,4,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,171,12,2011,8013
8015,2011-12-05,4,14,0,1,1,2,0.46,0.4545,0.67,0.0,7,126,133,12,2011,8014
8016,2011-12-05,4,15,0,1,1,2,0.46,0.4545,0.72,0.0896,16,132,148,12,2011,8015
8017,2011-12-05,4,16,0,1,1,1,0.5,0.4848,0.63,0.0896,10,238,248,12,2011,8016
8018,2011-12-05,4,17,0,1,1,1,0.42,0.4242,0.77,0.0,16,430,446,12,2011,8017
8019,2011-12-05,4,18,0,1,1,1,0.44,0.4394,0.77,0.0,13,386,399,12,2011,8018
8020,2011-12-05,4,19,0,1,1,2,0.46,0.4545,0.77,0.0,13,295,308,12,2011,8019
8021,2011-12-05,4,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,205,12,2011,8020
8022,2011-12-05,4,21,0,1,1,2,0.44,0.4394,0.88,0.0896,10,166,176,12,2011,8021
8023,2011-12-05,4,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12,94,106,12,2011,8022
8024,2011-12-05,4,23,0,1,1,2,0.46,0.4545,0.88,0.1343,8,54,62,12,2011,8023
8025,2011-12-06,4,0,0,2,1,2,0.5,0.4848,0.77,0.2985,3,25,28,12,2011,8024
8026,2011-12-06,4,1,0,2,1,2,0.46,0.4545,0.88,0.2985,2,14,16,12,2011,8025
8027,2011-12-06,4,2,0,2,1,2,0.46,0.4545,0.87,0.19399999999999998,0,3,3,12,2011,8026
8028,2011-12-06,4,3,0,2,1,2,0.46,0.4545,0.87,0.19399999999999998,0,3,3,12,2011,8027
8029,2011-12-06,4,4,0,2,1,3,0.46,0.4545,0.88,0.2239,0,7,7,12,2011,8028
8030,2011-12-06,4,5,0,2,1,3,0.46,0.4545,0.88,0.2239,0,20,20,12,2011,8029
8031,2011-12-06,4,6,0,2,1,2,0.44,0.4394,0.94,0.2836,5,81,86,12,2011,8030
8032,2011-12-06,4,7,0,2,1,2,0.46,0.4545,0.94,0.19399999999999998,7,227,234,12,2011,8031
8033,2011-12-06,4,8,0,2,1,2,0.46,0.4545,0.94,0.19399999999999998,13,401,414,12,2011,8032
8034,2011-12-06,4,9,0,2,1,2,0.46,0.4545,0.94,0.2239,4,200,204,12,2011,8033
8035,2011-12-06,4,10,0,2,1,3,0.46,0.4545,0.94,0.2836,6,44,50,12,2011,8034
8036,2011-12-06,4,11,0,2,1,3,0.46,0.4545,0.94,0.2537,4,28,32,12,2011,8035
8037,2011-12-06,4,12,0,2,1,3,0.46,0.4545,1.0,0.2239,5,50,55,12,2011,8036
8038,2011-12-06,4,13,0,2,1,3,0.46,0.4545,1.0,0.19399999999999998,6,65,71,12,2011,8037
8039,2011-12-06,4,14,0,2,1,3,0.48,0.4697,1.0,0.2239,6,69,75,12,2011,8038
8040,2011-12-06,4,15,0,2,1,3,0.5,0.4848,1.0,0.19399999999999998,2,43,45,12,2011,8039
8041,2011-12-06,4,16,0,2,1,3,0.46,0.4545,1.0,0.2537,4,84,88,12,2011,8040
8042,2011-12-06,4,17,0,2,1,2,0.46,0.4545,1.0,0.2239,13,249,262,12,2011,8041
8043,2011-12-06,4,18,0,2,1,2,0.46,0.4545,1.0,0.2836,17,287,304,12,2011,8042
8044,2011-12-06,4,19,0,2,1,3,0.46,0.4545,1.0,0.2985,10,223,233,12,2011,8043
8045,2011-12-06,4,20,0,2,1,3,0.46,0.4545,1.0,0.2985,3,107,110,12,2011,8044
8046,2011-12-06,4,21,0,2,1,2,0.44,0.4394,1.0,0.19399999999999998,6,108,114,12,2011,8045
8047,2011-12-06,4,22,0,2,1,3,0.46,0.4545,1.0,0.1642,5,82,87,12,2011,8046
8048,2011-12-06,4,23,0,2,1,3,0.46,0.4545,1.0,0.1642,5,48,53,12,2011,8047
8049,2011-12-07,4,0,0,3,1,1,0.44,0.4394,1.0,0.19399999999999998,3,30,33,12,2011,8048
8050,2011-12-07,4,1,0,3,1,2,0.46,0.4545,1.0,0.2537,4,9,13,12,2011,8049
8051,2011-12-07,4,2,0,3,1,3,0.46,0.4545,1.0,0.2239,2,4,6,12,2011,8050
8052,2011-12-07,4,3,0,3,1,3,0.46,0.4545,1.0,0.2239,0,3,3,12,2011,8051
8053,2011-12-07,4,4,0,3,1,3,0.46,0.4545,1.0,0.1642,0,1,1,12,2011,8052
8054,2011-12-07,4,5,0,3,1,3,0.46,0.4545,1.0,0.1642,0,3,3,12,2011,8053
8055,2011-12-07,4,6,0,3,1,3,0.48,0.4697,1.0,0.4179,0,18,18,12,2011,8054
8056,2011-12-07,4,7,0,3,1,3,0.44,0.4394,1.0,0.1045,3,43,46,12,2011,8055
8057,2011-12-07,4,8,0,3,1,3,0.44,0.4394,1.0,0.0,6,80,86,12,2011,8056
8058,2011-12-07,4,9,0,3,1,3,0.44,0.4394,1.0,0.2537,0,64,64,12,2011,8057
8059,2011-12-07,4,10,0,3,1,3,0.44,0.4394,1.0,0.0896,1,32,33,12,2011,8058
8060,2011-12-07,4,11,0,3,1,3,0.44,0.4394,1.0,0.0896,3,47,50,12,2011,8059
8061,2011-12-07,4,12,0,3,1,3,0.44,0.4394,1.0,0.1343,4,29,33,12,2011,8060
8062,2011-12-07,4,13,0,3,1,3,0.44,0.4394,1.0,0.19399999999999998,5,28,33,12,2011,8061
8063,2011-12-07,4,14,0,3,1,3,0.44,0.4394,1.0,0.19399999999999998,1,24,25,12,2011,8062
8064,2011-12-07,4,15,0,3,1,3,0.42,0.4242,0.94,0.2239,5,25,30,12,2011,8063
8065,2011-12-07,4,16,0,3,1,3,0.42,0.4242,0.94,0.19399999999999998,3,28,31,12,2011,8064
8066,2011-12-07,4,17,0,3,1,3,0.4,0.4091,1.0,0.3284,4,48,52,12,2011,8065
8067,2011-12-07,4,18,0,3,1,3,0.4,0.4091,0.94,0.2985,3,48,51,12,2011,8066
8068,2011-12-07,4,19,0,3,1,3,0.34,0.2879,0.87,0.6418,2,31,33,12,2011,8067
8069,2011-12-07,4,20,0,3,1,3,0.34,0.2879,0.87,0.6418,1,25,26,12,2011,8068
8070,2011-12-07,4,21,0,3,1,3,0.3,0.2576,0.87,0.5224,0,6,6,12,2011,8069
8071,2011-12-07,4,22,0,3,1,3,0.24,0.19699999999999998,0.93,0.4478,0,13,13,12,2011,8070
8072,2011-12-07,4,23,0,3,1,1,0.24,0.2121,0.93,0.3881,0,16,16,12,2011,8071
8073,2011-12-08,4,0,0,4,1,2,0.26,0.2273,0.87,0.2985,0,21,21,12,2011,8072
8074,2011-12-08,4,1,0,4,1,1,0.26,0.2273,0.81,0.3582,1,6,7,12,2011,8073
8075,2011-12-08,4,2,0,4,1,1,0.28,0.2727,0.65,0.2239,0,4,4,12,2011,8074
8076,2011-12-08,4,3,0,4,1,1,0.26,0.2273,0.6,0.2985,0,1,1,12,2011,8075
8077,2011-12-08,4,4,0,4,1,2,0.24,0.19699999999999998,0.6,0.4627,0,2,2,12,2011,8076
8078,2011-12-08,4,5,0,4,1,1,0.22,0.2121,0.64,0.2239,0,12,12,12,2011,8077
8079,2011-12-08,4,6,0,4,1,1,0.22,0.2121,0.55,0.2836,0,71,71,12,2011,8078
8080,2011-12-08,4,7,0,4,1,1,0.22,0.2121,0.6,0.2239,11,233,244,12,2011,8079
8081,2011-12-08,4,8,0,4,1,1,0.22,0.2121,0.55,0.2836,11,418,429,12,2011,8080
8082,2011-12-08,4,9,0,4,1,1,0.24,0.2121,0.52,0.3881,7,218,225,12,2011,8081
8083,2011-12-08,4,10,0,4,1,1,0.26,0.2273,0.52,0.3284,1,109,110,12,2011,8082
8084,2011-12-08,4,11,0,4,1,1,0.28,0.2727,0.52,0.2537,6,100,106,12,2011,8083
8085,2011-12-08,4,12,0,4,1,1,0.28,0.2576,0.52,0.3284,8,148,156,12,2011,8084
8086,2011-12-08,4,13,0,4,1,1,0.3,0.2727,0.49,0.3582,9,115,124,12,2011,8085
8087,2011-12-08,4,14,0,4,1,1,0.32,0.303,0.45,0.2537,16,121,137,12,2011,8086
8088,2011-12-08,4,15,0,4,1,1,0.32,0.3333,0.45,0.1343,19,98,117,12,2011,8087
8089,2011-12-08,4,16,0,4,1,1,0.32,0.3182,0.45,0.19399999999999998,7,201,208,12,2011,8088
8090,2011-12-08,4,17,0,4,1,1,0.3,0.3182,0.49,0.1045,10,321,331,12,2011,8089
8091,2011-12-08,4,18,0,4,1,1,0.28,0.2727,0.52,0.2239,12,306,318,12,2011,8090
8092,2011-12-08,4,19,0,4,1,1,0.26,0.2727,0.56,0.1045,12,220,232,12,2011,8091
8093,2011-12-08,4,20,0,4,1,1,0.26,0.2727,0.6,0.1045,5,170,175,12,2011,8092
8094,2011-12-08,4,21,0,4,1,1,0.28,0.303,0.61,0.0896,4,135,139,12,2011,8093
8095,2011-12-08,4,22,0,4,1,1,0.26,0.2727,0.65,0.1343,8,84,92,12,2011,8094
8096,2011-12-08,4,23,0,4,1,1,0.24,0.2576,0.7,0.1045,3,58,61,12,2011,8095
8097,2011-12-09,4,0,0,5,1,1,0.24,0.2879,0.65,0.0,8,26,34,12,2011,8096
8098,2011-12-09,4,1,0,5,1,1,0.24,0.2879,0.65,0.0,2,12,14,12,2011,8097
8099,2011-12-09,4,2,0,5,1,1,0.24,0.2879,0.7,0.0,2,10,12,12,2011,8098
8100,2011-12-09,4,3,0,5,1,1,0.22,0.2727,0.8,0.0,1,5,6,12,2011,8099
8101,2011-12-09,4,4,0,5,1,1,0.22,0.2727,0.8,0.0,1,1,2,12,2011,8100
8102,2011-12-09,4,5,0,5,1,1,0.22,0.2727,0.8,0.0,0,20,20,12,2011,8101
8103,2011-12-09,4,6,0,5,1,1,0.22,0.2576,0.8,0.0896,1,62,63,12,2011,8102
8104,2011-12-09,4,7,0,5,1,1,0.22,0.2576,0.75,0.0896,4,195,199,12,2011,8103
8105,2011-12-09,4,8,0,5,1,1,0.24,0.2879,0.81,0.0,7,378,385,12,2011,8104
8106,2011-12-09,4,9,0,5,1,1,0.26,0.2879,0.81,0.0896,8,256,264,12,2011,8105
8107,2011-12-09,4,10,0,5,1,2,0.3,0.303,0.7,0.1642,11,115,126,12,2011,8106
8108,2011-12-09,4,11,0,5,1,1,0.32,0.303,0.7,0.2537,15,121,136,12,2011,8107
8109,2011-12-09,4,12,0,5,1,1,0.36,0.3333,0.57,0.2985,27,146,173,12,2011,8108
8110,2011-12-09,4,13,0,5,1,1,0.38,0.3939,0.5,0.19399999999999998,27,141,168,12,2011,8109
8111,2011-12-09,4,14,0,5,1,1,0.38,0.3939,0.46,0.2836,24,163,187,12,2011,8110
8112,2011-12-09,4,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29,160,189,12,2011,8111
8113,2011-12-09,4,16,0,5,1,1,0.36,0.3485,0.62,0.1343,24,226,250,12,2011,8112
8114,2011-12-09,4,17,0,5,1,1,0.34,0.3485,0.66,0.1045,10,352,362,12,2011,8113
8115,2011-12-09,4,18,0,5,1,1,0.34,0.3636,0.61,0.0,10,308,318,12,2011,8114
8116,2011-12-09,4,19,0,5,1,1,0.34,0.3636,0.61,0.0,10,189,199,12,2011,8115
8117,2011-12-09,4,20,0,5,1,1,0.3,0.3333,0.81,0.0,10,140,150,12,2011,8116
8118,2011-12-09,4,21,0,5,1,1,0.3,0.3333,0.75,0.0,9,131,140,12,2011,8117
8119,2011-12-09,4,22,0,5,1,1,0.28,0.3182,0.87,0.0,15,114,129,12,2011,8118
8120,2011-12-09,4,23,0,5,1,1,0.28,0.3182,0.81,0.0,6,88,94,12,2011,8119
8121,2011-12-10,4,0,0,6,0,2,0.26,0.2727,0.81,0.1045,11,66,77,12,2011,8120
8122,2011-12-10,4,1,0,6,0,2,0.26,0.2576,0.7,0.1642,11,55,66,12,2011,8121
8123,2011-12-10,4,2,0,6,0,2,0.28,0.303,0.61,0.0896,12,48,60,12,2011,8122
8124,2011-12-10,4,3,0,6,0,2,0.28,0.303,0.61,0.0896,5,20,25,12,2011,8123
8125,2011-12-10,4,4,0,6,0,2,0.26,0.2727,0.65,0.1045,0,3,3,12,2011,8124
8126,2011-12-10,4,5,0,6,0,1,0.26,0.2576,0.6,0.1642,0,6,6,12,2011,8125
8127,2011-12-10,4,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11,12,2011,8126
8128,2011-12-10,4,7,0,6,0,1,0.24,0.2273,0.65,0.19399999999999998,0,11,11,12,2011,8127
8129,2011-12-10,4,8,0,6,0,1,0.26,0.2727,0.65,0.1343,5,68,73,12,2011,8128
8130,2011-12-10,4,9,0,6,0,1,0.28,0.2576,0.61,0.2836,15,134,149,12,2011,8129
8131,2011-12-10,4,10,0,6,0,1,0.32,0.303,0.57,0.2537,31,161,192,12,2011,8130
8132,2011-12-10,4,11,0,6,0,1,0.32,0.2879,0.53,0.4179,44,192,236,12,2011,8131
8133,2011-12-10,4,12,0,6,0,1,0.32,0.2879,0.45,0.4179,48,235,283,12,2011,8132
8134,2011-12-10,4,13,0,6,0,1,0.34,0.303,0.34,0.4179,47,239,286,12,2011,8133
8135,2011-12-10,4,14,0,6,0,1,0.34,0.303,0.31,0.3284,51,242,293,12,2011,8134
8136,2011-12-10,4,15,0,6,0,1,0.34,0.303,0.34,0.3582,60,239,299,12,2011,8135
8137,2011-12-10,4,16,0,6,0,1,0.32,0.2879,0.31,0.3881,58,183,241,12,2011,8136
8138,2011-12-10,4,17,0,6,0,1,0.28,0.2576,0.36,0.3284,34,151,185,12,2011,8137
8139,2011-12-10,4,18,0,6,0,1,0.26,0.2576,0.38,0.2239,28,144,172,12,2011,8138
8140,2011-12-10,4,19,0,6,0,1,0.26,0.2424,0.38,0.2836,15,139,154,12,2011,8139
8141,2011-12-10,4,20,0,6,0,1,0.24,0.2273,0.35,0.2239,10,114,124,12,2011,8140
8142,2011-12-10,4,21,0,6,0,1,0.22,0.2121,0.44,0.2239,4,79,83,12,2011,8141
8143,2011-12-10,4,22,0,6,0,1,0.22,0.2273,0.41,0.1343,7,88,95,12,2011,8142
8144,2011-12-10,4,23,0,6,0,1,0.2,0.2121,0.47,0.1642,5,61,66,12,2011,8143
8145,2011-12-11,4,0,0,0,0,1,0.2,0.19699999999999998,0.51,0.2239,5,69,74,12,2011,8144
8146,2011-12-11,4,1,0,0,0,1,0.16,0.1515,0.59,0.2239,8,54,62,12,2011,8145
8147,2011-12-11,4,2,0,0,0,1,0.18,0.1667,0.55,0.2537,5,47,52,12,2011,8146
8148,2011-12-11,4,3,0,0,0,1,0.16,0.1818,0.59,0.1343,2,17,19,12,2011,8147
8149,2011-12-11,4,4,0,0,0,1,0.16,0.1667,0.59,0.1642,0,5,5,12,2011,8148
8150,2011-12-11,4,5,0,0,0,1,0.18,0.2121,0.59,0.1045,0,6,6,12,2011,8149
8151,2011-12-11,4,6,0,0,0,1,0.16,0.2273,0.59,0.0,0,10,10,12,2011,8150
8152,2011-12-11,4,7,0,0,0,1,0.18,0.2424,0.55,0.0,1,30,31,12,2011,8151
8153,2011-12-11,4,8,0,0,0,1,0.16,0.2273,0.69,0.0,4,68,72,12,2011,8152
8154,2011-12-11,4,9,0,0,0,1,0.2,0.2576,0.59,0.0,19,88,107,12,2011,8153
8155,2011-12-11,4,10,0,0,0,1,0.24,0.2879,0.44,0.0,30,164,194,12,2011,8154
8156,2011-12-11,4,11,0,0,0,1,0.26,0.303,0.35,0.0,31,166,197,12,2011,8155
8157,2011-12-11,4,12,0,0,0,1,0.26,0.303,0.35,0.0,42,246,288,12,2011,8156
8158,2011-12-11,4,13,0,0,0,1,0.3,0.3333,0.31,0.0,44,224,268,12,2011,8157
8159,2011-12-11,4,14,0,0,0,1,0.3,0.3333,0.28,0.0,44,198,242,12,2011,8158
8160,2011-12-11,4,15,0,0,0,1,0.3,0.3333,0.26,0.0,47,219,266,12,2011,8159
8161,2011-12-11,4,16,0,0,0,1,0.3,0.3333,0.26,0.0,32,174,206,12,2011,8160
8162,2011-12-11,4,17,0,0,0,1,0.28,0.3182,0.3,0.0,13,150,163,12,2011,8161
8163,2011-12-11,4,18,0,0,0,1,0.24,0.2273,0.48,0.19399999999999998,12,151,163,12,2011,8162
8164,2011-12-11,4,19,0,0,0,1,0.22,0.2273,0.55,0.19399999999999998,7,98,105,12,2011,8163
8165,2011-12-11,4,20,0,0,0,1,0.22,0.2424,0.55,0.1045,10,62,72,12,2011,8164
8166,2011-12-11,4,21,0,0,0,1,0.22,0.2727,0.55,0.0,10,53,63,12,2011,8165
8167,2011-12-11,4,22,0,0,0,1,0.22,0.2727,0.55,0.0,7,36,43,12,2011,8166
8168,2011-12-11,4,23,0,0,0,1,0.2,0.2576,0.69,0.0,4,31,35,12,2011,8167
8169,2011-12-12,4,0,0,1,1,1,0.2,0.2273,0.69,0.0896,4,16,20,12,2011,8168
8170,2011-12-12,4,1,0,1,1,1,0.2,0.2576,0.69,0.0,0,9,9,12,2011,8169
8171,2011-12-12,4,2,0,1,1,1,0.2,0.2576,0.69,0.0,0,4,4,12,2011,8170
8172,2011-12-12,4,3,0,1,1,1,0.18,0.2424,0.74,0.0,0,2,2,12,2011,8171
8173,2011-12-12,4,4,0,1,1,1,0.18,0.2424,0.74,0.0,0,3,3,12,2011,8172
8174,2011-12-12,4,5,0,1,1,1,0.16,0.2273,0.8,0.0,0,21,21,12,2011,8173
8175,2011-12-12,4,6,0,1,1,1,0.16,0.1818,0.8,0.1045,1,63,64,12,2011,8174
8176,2011-12-12,4,7,0,1,1,1,0.14,0.1515,0.86,0.1343,4,231,235,12,2011,8175
8177,2011-12-12,4,8,0,1,1,2,0.16,0.1818,0.8,0.1045,7,378,385,12,2011,8176
8178,2011-12-12,4,9,0,1,1,2,0.18,0.2121,0.74,0.0896,12,208,220,12,2011,8177
8179,2011-12-12,4,10,0,1,1,2,0.22,0.2424,0.69,0.1045,14,91,105,12,2011,8178
8180,2011-12-12,4,11,0,1,1,2,0.26,0.2879,0.6,0.0896,15,100,115,12,2011,8179
8181,2011-12-12,4,12,0,1,1,1,0.28,0.2879,0.52,0.1045,7,138,145,12,2011,8180
8182,2011-12-12,4,13,0,1,1,2,0.3,0.3182,0.52,0.1045,13,153,166,12,2011,8181
8183,2011-12-12,4,14,0,1,1,2,0.32,0.3333,0.53,0.1343,16,95,111,12,2011,8182
8184,2011-12-12,4,15,0,1,1,2,0.32,0.3333,0.57,0.1045,8,124,132,12,2011,8183
8185,2011-12-12,4,16,0,1,1,2,0.32,0.3333,0.57,0.0896,5,209,214,12,2011,8184
8186,2011-12-12,4,17,0,1,1,2,0.3,0.3333,0.56,0.0,7,352,359,12,2011,8185
8187,2011-12-12,4,18,0,1,1,1,0.3,0.3182,0.56,0.0896,8,349,357,12,2011,8186
8188,2011-12-12,4,19,0,1,1,1,0.28,0.303,0.61,0.0896,9,232,241,12,2011,8187
8189,2011-12-12,4,20,0,1,1,1,0.3,0.3182,0.56,0.0896,8,157,165,12,2011,8188
8190,2011-12-12,4,21,0,1,1,1,0.26,0.303,0.81,0.0,2,119,121,12,2011,8189
8191,2011-12-12,4,22,0,1,1,1,0.26,0.303,0.7,0.0,0,71,71,12,2011,8190
8192,2011-12-12,4,23,0,1,1,1,0.24,0.2879,0.75,0.0,3,42,45,12,2011,8191
8193,2011-12-13,4,0,0,2,1,1,0.22,0.2727,0.8,0.0,1,16,17,12,2011,8192
8194,2011-12-13,4,1,0,2,1,1,0.2,0.2576,0.8,0.0,0,4,4,12,2011,8193
8195,2011-12-13,4,2,0,2,1,1,0.2,0.2576,0.8,0.0,1,1,2,12,2011,8194
8196,2011-12-13,4,3,0,2,1,1,0.18,0.2424,0.8,0.0,0,3,3,12,2011,8195
8197,2011-12-13,4,4,0,2,1,1,0.2,0.2576,0.8,0.0,0,4,4,12,2011,8196
8198,2011-12-13,4,5,0,2,1,1,0.18,0.2424,0.86,0.0,0,20,20,12,2011,8197
8199,2011-12-13,4,6,0,2,1,1,0.2,0.2576,0.8,0.0,0,92,92,12,2011,8198
8200,2011-12-13,4,7,0,2,1,1,0.16,0.1667,0.8,0.1642,2,221,223,12,2011,8199
8201,2011-12-13,4,8,0,2,1,1,0.2,0.2273,0.69,0.1045,9,391,400,12,2011,8200
8202,2011-12-13,4,9,0,2,1,1,0.26,0.2576,0.6,0.1642,10,223,233,12,2011,8201
8203,2011-12-13,4,10,0,2,1,1,0.3,0.303,0.52,0.1642,3,99,102,12,2011,8202
8204,2011-12-13,4,11,0,2,1,1,0.34,0.3182,0.46,0.2537,9,115,124,12,2011,8203
8205,2011-12-13,4,12,0,2,1,1,0.36,0.3333,0.43,0.3582,20,147,167,12,2011,8204
8206,2011-12-13,4,13,0,2,1,1,0.4,0.4091,0.37,0.3284,7,120,127,12,2011,8205
8207,2011-12-13,4,14,0,2,1,1,0.4,0.4091,0.37,0.2537,18,116,134,12,2011,8206
8208,2011-12-13,4,15,0,2,1,1,0.4,0.4091,0.35,0.2537,7,144,151,12,2011,8207
8209,2011-12-13,4,16,0,2,1,1,0.38,0.3939,0.37,0.2537,13,194,207,12,2011,8208
8210,2011-12-13,4,17,0,2,1,1,0.36,0.3485,0.4,0.19399999999999998,17,381,398,12,2011,8209
8211,2011-12-13,4,18,0,2,1,1,0.34,0.3182,0.42,0.2239,12,370,382,12,2011,8210
8212,2011-12-13,4,19,0,2,1,1,0.32,0.3182,0.49,0.1642,5,262,267,12,2011,8211
8213,2011-12-13,4,20,0,2,1,1,0.32,0.3182,0.49,0.1642,7,154,161,12,2011,8212
8214,2011-12-13,4,21,0,2,1,1,0.3,0.303,0.52,0.1642,5,134,139,12,2011,8213
8215,2011-12-13,4,22,0,2,1,1,0.3,0.303,0.52,0.1642,5,102,107,12,2011,8214
8216,2011-12-13,4,23,0,2,1,1,0.26,0.303,0.7,0.0,4,55,59,12,2011,8215
8217,2011-12-14,4,0,0,3,1,1,0.26,0.303,0.75,0.0,0,22,22,12,2011,8216
8218,2011-12-14,4,1,0,3,1,1,0.26,0.303,0.75,0.0,0,8,8,12,2011,8217
8219,2011-12-14,4,2,0,3,1,1,0.26,0.303,0.75,0.0,0,2,2,12,2011,8218
8220,2011-12-14,4,3,0,3,1,1,0.28,0.3182,0.65,0.0,0,3,3,12,2011,8219
8221,2011-12-14,4,4,0,3,1,1,0.26,0.303,0.75,0.0,0,4,4,12,2011,8220
8222,2011-12-14,4,5,0,3,1,2,0.26,0.303,0.81,0.0,0,26,26,12,2011,8221
8223,2011-12-14,4,6,0,3,1,2,0.26,0.303,0.87,0.0,0,87,87,12,2011,8222
8224,2011-12-14,4,7,0,3,1,1,0.28,0.3182,0.75,0.0,4,243,247,12,2011,8223
8225,2011-12-14,4,8,0,3,1,2,0.26,0.303,0.87,0.0,9,458,467,12,2011,8224
8226,2011-12-14,4,9,0,3,1,2,0.3,0.3333,0.61,0.0,9,230,239,12,2011,8225
8227,2011-12-14,4,10,0,3,1,2,0.32,0.3485,0.57,0.0,9,133,142,12,2011,8226
8228,2011-12-14,4,11,0,3,1,2,0.34,0.3636,0.55,0.0,12,103,115,12,2011,8227
8229,2011-12-14,4,12,0,3,1,2,0.36,0.3636,0.57,0.0896,6,138,144,12,2011,8228
8230,2011-12-14,4,13,0,3,1,2,0.36,0.3636,0.57,0.1045,14,119,133,12,2011,8229
8231,2011-12-14,4,14,0,3,1,2,0.38,0.3939,0.54,0.0896,17,134,151,12,2011,8230
8232,2011-12-14,4,15,0,3,1,2,0.38,0.3939,0.54,0.1045,24,143,167,12,2011,8231
8233,2011-12-14,4,16,0,3,1,2,0.38,0.3939,0.54,0.1045,12,233,245,12,2011,8232
8234,2011-12-14,4,17,0,3,1,2,0.36,0.3636,0.57,0.1045,19,377,396,12,2011,8233
8235,2011-12-14,4,18,0,3,1,2,0.36,0.3485,0.62,0.1642,11,379,390,12,2011,8234
8236,2011-12-14,4,19,0,3,1,2,0.36,0.3636,0.62,0.1045,9,259,268,12,2011,8235
8237,2011-12-14,4,20,0,3,1,2,0.34,0.3485,0.66,0.1045,6,169,175,12,2011,8236
8238,2011-12-14,4,21,0,3,1,2,0.34,0.3333,0.66,0.1642,9,145,154,12,2011,8237
8239,2011-12-14,4,22,0,3,1,1,0.34,0.3333,0.66,0.1642,5,99,104,12,2011,8238
8240,2011-12-14,4,23,0,3,1,1,0.32,0.3182,0.7,0.1642,3,48,51,12,2011,8239
8241,2011-12-15,4,0,0,4,1,1,0.32,0.3182,0.7,0.1642,5,45,50,12,2011,8240
8242,2011-12-15,4,1,0,4,1,2,0.32,0.3182,0.7,0.1642,5,15,20,12,2011,8241
8243,2011-12-15,4,2,0,4,1,2,0.32,0.3333,0.7,0.1343,2,5,7,12,2011,8242
