predicted,original,index
292.16,236,4510
53.84,10,7791
16.24,49,1533
471.66,519,12174
326.15,114,12955
438.03,407,13874
377.24,441,5127
-10.55,4,1200
376.53,376,13183
-8.82,4,7380
11.33,19,15384
8.29,6,3219
55.21,70,2384
1.33,3,15898
29.72,28,369
-4.61,5,5501
48.34,15,6730
175.7,148,2893
297.51,287,11092
282.12,171,14536
70.32,55,15879
-3.01,12,326
29.99,49,8523
34.37,46,7451
14.47,17,15740
235.42,154,15248
311.93,317,14800
2.59,20,15921
296.37,361,2901
34.69,42,3129
258.87,179,16581
268.8,241,8136
97.28,21,15973
234.94,281,13590
79.34,93,14829
305.93,194,5155
17.0,14,4111
274.04,309,4726
190.57,188,4046
41.83,40,14640
170.02,155,775
145.29,203,1796
667.54,656,12891
44.29,66,11998
90.1,130,6885
228.49,269,2898
260.52,309,6833
66.42,66,3459
89.07,110,8044
3.51,2,11759
354.51,353,13306
112.16,136,14250
305.65,349,3445
177.18,145,12017
261.75,306,5460
319.85,308,15778
212.18,260,2921
144.09,68,8473
314.77,220,9274
-15.63,5,549
-4.91,2,2524
641.39,750,15177
224.25,181,8830
153.11,139,11486
26.74,25,8123
600.84,635,14172
128.24,88,10170
596.87,750,15010
-8.12,2,17261
3.19,22,1294
291.6,322,16575
29.16,26,10991
62.95,53,16038
404.62,191,13315
282.82,249,13805
157.33,71,8666
370.12,300,15854
145.35,254,6257
640.77,588,16047
470.29,432,9880
83.54,32,4154
48.08,15,1039
71.55,134,16972
6.67,11,5212
6.11,26,7334
230.39,102,6823
3.69,5,6111
286.37,223,10530
0.33,11,16307
-11.51,4,926
160.6,133,13105
219.46,331,3213
658.24,706,14839
69.03,78,2713
126.72,171,4021
69.53,62,1816
11.34,5,2741
44.26,26,5914
346.44,377,3973
58.48,64,8174
129.38,96,9667
95.28,48,2162
180.22,133,17268
246.51,132,17006
287.33,237,5640
36.21,35,1501
324.48,335,7297
74.5,51,5725
113.85,103,727
20.67,27,6591
-5.07,4,9101
394.71,462,15870
208.75,84,13239
53.61,35,2241
526.38,512,12325
67.54,72,5926
189.65,154,6336
214.35,114,4152
185.69,238,4331
82.35,98,1539
133.97,159,1746
193.45,140,12282
171.08,133,10648
-12.64,7,164
5.28,7,12527
41.2,35,10655
41.19,38,287
81.43,85,1868
61.91,56,11325
60.81,59,37
85.01,90,1168
268.51,252,9896
184.94,148,10531
121.51,109,7973
121.26,172,3183
200.07,213,6055
434.91,428,12992
177.85,194,9374
14.31,30,835
207.39,163,4943
200.28,210,9083
187.48,193,5326
34.47,15,2249
1.16,4,8074
63.0,51,1208
193.85,261,17297
-5.78,6,1929
146.88,135,6020
85.58,113,3848
218.05,192,11909
138.04,205,9803
149.37,101,4778
-3.93,4,4662
216.0,233,8201
13.84,11,7498
8.73,2,13534
420.88,444,2698
166.83,188,10399
268.98,285,5350
314.98,316,14743
311.45,309,5717
93.78,75,1699
1.98,12,16615
226.8,239,15566
668.24,673,11211
444.54,334,12731
16.56,32,1578
315.37,317,6869
-14.27,2,8601
166.34,158,4168
217.82,225,16915
272.75,269,11551
5.45,3,11926
171.22,276,9187
289.89,290,5082
184.4,226,3038
240.7,268,1307
47.75,55,1142
379.07,318,8114
148.32,101,4768
18.08,11,4134
782.68,917,15276
188.76,397,15387
65.82,155,5327
335.3,309,11535
77.1,76,16492
113.19,70,34
343.13,327,5442
392.46,360,5957
542.15,411,11005
146.98,152,7388
88.74,60,796
-7.58,4,8386
107.34,37,15169
83.87,92,13201
58.03,20,5969
143.83,138,15145
235.38,302,11068
111.19,162,16300
-0.15,7,17073
268.53,248,8016
67.64,46,2497
171.17,194,4847
174.08,190,108
277.57,276,13258
-3.92,3,6685
473.43,423,6772
95.34,190,2105
68.05,77,3771
-10.85,4,787
-2.09,12,2623
-0.58,6,4854
11.89,6,13917
81.11,112,6520
198.82,134,2170
461.9,418,6647
206.62,83,8665
76.13,47,3123
-13.52,4,1339
188.89,42,15451
2.19,5,7597
87.29,72,10325
707.98,668,13803
137.23,147,13746
611.95,602,12446
100.3,146,566
314.8,333,12796
34.91,18,16424
93.88,55,518
10.77,20,7670
1.2,8,10657
296.2,258,4050
126.24,152,5616
52.38,48,7376
13.75,33,3293
-0.37,5,17048
846.52,832,14125
78.81,112,6712
194.47,138,8656
36.04,58,8290
310.5,256,7821
256.25,114,15374
133.68,177,9901
-0.42,8,688
219.35,197,12078
19.05,5,6566
18.25,29,1415
372.75,516,15614
224.32,226,5279
154.21,99,6990
412.8,371,5790
310.97,419,3426
132.35,138,13914
189.72,195,6457
-4.21,3,8026
397.73,457,8248
3.67,29,642
186.24,189,15906
-7.55,6,8149
9.41,3,7043
89.71,224,17367
-2.69,4,12551
335.8,389,15652
154.0,167,8204
291.58,291,12106
5.79,15,17334
183.08,84,6152
353.6,115,4274
55.74,36,9696
280.14,261,4194
116.0,131,8586
195.17,176,5391
-4.29,4,9341
287.65,351,8824
448.2,528,15516
98.62,146,15836
242.97,152,8723
286.36,388,14525
736.72,641,10743
539.15,562,14002
131.35,80,2626
337.43,341,14175
484.72,364,12062
179.62,229,7098
0.94,10,6228
606.07,612,12902
401.8,442,3034
28.09,42,8980
179.47,155,5819
556.98,461,4267
326.8,357,5835
76.51,67,11035
611.1,372,11749
765.95,808,14821
3.83,8,7330
97.92,103,6191
103.77,135,7063
139.42,107,10452
115.79,119,5216
196.42,68,5489
149.21,185,3768
626.06,484,10958
152.59,191,15331
34.31,45,14998
203.55,223,3407
191.71,201,4358
16.56,29,16403
228.58,229,5690
128.7,116,3000
362.25,367,12652
114.58,117,8564
654.58,713,12579
197.61,227,6859
403.78,353,16201
44.99,47,15072
-4.31,5,2120
61.29,13,10917
293.07,277,13280
573.84,779,10575
-10.37,6,8983
-4.32,2,8218
226.65,238,4598
64.67,23,6781
-9.52,1,8626
4.04,8,5428
257.66,216,12629
303.56,326,15128
202.64,242,10786
48.19,73,7927
15.33,21,3871
390.66,334,17085
93.0,129,7003
300.98,333,6845
33.41,26,7702
602.15,905,15132
34.48,30,8597
3.53,8,16927
172.57,107,5447
9.74,14,3147
220.25,182,13374
142.38,274,13471
8.99,3,8318
277.7,228,11408
156.05,127,1309
407.64,344,3619
-8.91,6,9008
346.52,499,9808
220.04,236,11453
126.79,132,4282
184.02,189,7342
53.95,27,12646
178.26,129,16346
681.88,669,11965
406.06,416,5517
69.81,50,8850
285.33,314,5293
440.74,283,9402
202.99,225,8892
322.21,282,12916
312.72,309,7797
252.66,233,10378
453.09,441,9442
174.98,210,5935
237.82,215,8747
164.48,208,9209
115.23,148,15925
5.18,7,15383
0.88,5,6325
0.57,6,11590
131.22,94,16973
423.98,337,11967
284.32,229,11410
-9.53,2,1856
536.49,468,4915
201.81,157,11525
862.13,900,12900
162.65,167,5080
38.57,10,2290
152.44,138,4672
435.9,412,6817
85.84,44,5289
271.19,245,7993
130.98,203,8798
208.19,351,10495
393.45,363,4484
129.51,81,17068
260.32,270,16772
218.52,360,16001
52.25,50,866
210.2,178,11022
14.99,26,10464
88.86,35,11342
24.97,23,5259
176.79,167,7722
44.96,30,15337
58.77,84,9600
806.38,724,12420
199.96,187,5507
554.2,486,3547
282.97,241,9308
58.3,22,1117
316.13,382,13349
136.79,106,4932
200.63,380,13498
615.31,628,11169
215.12,193,3851
102.13,52,2865
3.55,21,8841
97.55,52,3074
115.34,46,14202
178.17,180,12725
219.89,173,10506
259.49,185,12797
85.52,129,9156
79.3,21,11137
535.36,624,11091
84.67,3,15454
17.1,14,12861
180.66,141,4554
649.77,679,16597
39.73,52,9361
84.21,84,7289
171.46,195,8637
104.17,112,2520
441.42,495,17038
275.25,270,5491
804.09,749,10407
240.05,244,3972
781.11,761,15747
745.71,794,15123
97.24,220,8968
301.1,312,5993
507.09,422,9283
17.86,26,10438
224.32,286,11921
268.62,387,2781
54.44,93,8646
167.1,124,2870
226.25,244,13265
232.51,267,4871
458.18,644,10719
118.63,145,4176
171.05,138,5495
96.72,52,17185
580.94,579,3667
230.28,232,17033
773.53,839,12252
236.75,183,3959
222.46,152,11872
19.2,10,4491
671.81,605,13875
265.49,361,9092
0.37,1,10896
-14.18,1,9126
198.56,90,13240
140.19,170,8582
-5.42,3,1297
204.78,226,14105
306.33,324,14871
2.25,17,13488
71.14,19,8509
381.17,367,5541
289.3,221,1632
104.67,131,3336
59.23,15,10222
37.69,13,2936
87.38,115,6475
150.73,128,340
326.47,380,10614
313.56,544,10498
198.71,164,12713
481.54,560,10791
160.29,165,9254
265.72,301,6242
269.88,351,7656
188.74,177,13073
17.64,10,12791
9.5,25,161
200.43,231,11530
9.41,25,10203
-14.83,3,925
482.3,585,7034
544.09,649,10589
138.95,78,12164
37.69,45,17265
152.18,184,11574
3.89,9,14135
184.08,146,9615
358.29,573,10836
354.83,343,9927
509.63,465,6604
172.78,137,1239
82.43,13,9965
330.31,274,4989
6.02,14,12118
17.74,9,13344
231.68,225,12034
78.07,104,7838
160.37,193,9020
55.48,43,637
55.75,14,11975
-9.85,3,1461
123.96,125,6786
214.75,257,15206
286.53,357,10307
53.92,54,701
85.65,55,1002
130.83,91,2328
264.6,287,10000
301.54,336,13960
379.97,276,13167
261.76,393,11920
104.96,111,683
125.28,108,12690
226.08,322,4620
45.88,46,535
170.53,169,8567
28.18,40,15924
15.66,28,3751
424.71,362,11427
339.76,367,10756
164.85,167,13945
150.93,153,15625
472.46,511,6436
147.61,147,8380
406.51,523,13575
119.84,120,10187
120.8,61,2367
185.16,133,14355
76.0,74,225
-1.39,5,69
203.83,176,6126
114.84,120,5136
278.27,254,13114
63.43,54,5090
317.7,273,2180
9.39,10,15696
206.98,212,1033
-6.53,11,481
114.04,60,16085
24.41,42,13772
308.51,251,15462
58.81,51,8239
246.7,323,7360
157.79,214,9693
156.17,118,1757
86.87,94,7040
36.68,8,7284
4.83,10,14927
257.94,305,3300
-1.34,9,9628
363.98,384,6413
3.99,19,9175
353.02,386,12567
325.63,283,14792
216.51,184,4643
223.89,270,6601
1.28,10,15923
121.1,116,9204
127.93,203,17368
248.33,279,13615
60.84,12,6806
247.0,239,2658
117.06,111,15762
230.42,175,17179
80.66,88,5353
228.04,178,10688
628.57,654,10757
209.28,216,13206
135.34,170,14802
61.67,166,9635
-4.91,7,6493
11.93,12,15527
26.15,11,13460
94.26,30,42
470.28,578,10978
453.73,431,6402
351.19,322,11484
277.22,318,3033
91.79,80,13652
442.17,495,15349
149.31,184,12032
-0.55,4,3438
217.61,207,4595
3.0,66,10320
812.35,967,15084
249.76,238,9593
66.47,19,17233
166.82,149,3710
410.96,416,12899
520.73,522,11606
40.6,27,593
459.57,474,11930
70.61,114,7686
604.59,635,11167
65.85,68,6177
23.23,6,8627
198.17,204,10051
13.51,11,3319
-0.39,2,10250
221.15,215,12775
26.12,5,5262
657.37,715,14841
156.9,122,2519
142.52,159,15457
65.42,72,3337
257.39,248,6773
191.95,161,3456
111.89,87,1422
197.4,185,8137
304.96,268,12868
476.08,491,14029
535.17,686,16171
13.91,5,5572
28.9,13,2792
290.05,358,7964
108.83,58,14947
106.26,95,9136
117.93,133,15289
167.99,163,14449
-0.57,2,17336
194.06,124,11155
64.12,100,10316
2.18,6,5405
173.45,176,10628
-2.16,3,10536
47.35,35,399
184.17,151,3431
6.45,7,15575
22.86,17,7812
348.77,344,16608
222.82,214,8283
126.57,115,2938
104.13,112,10820
134.25,90,8731
44.56,11,1854
493.42,539,6700
311.35,321,10758
114.49,124,1083
-0.26,5,4470
33.94,29,12502
269.69,218,15232
91.08,130,13508
261.05,198,4788
13.45,2,9364
275.32,457,14529
142.3,165,11080
508.8,513,4699
81.54,32,10754
150.46,138,4912
-6.86,5,1974
8.7,4,16854
131.12,220,16982
368.48,446,5720
222.19,270,10785
22.99,16,3387
250.47,251,8355
4.08,13,9009
656.53,687,15951
-7.97,4,7381
44.73,6,2139
4.97,9,13895
184.47,225,6096
176.33,166,10213
604.09,631,13214
117.35,50,9502
460.76,535,12178
13.2,32,3679
280.66,252,4815
541.94,546,4868
45.29,42,11641
138.64,162,2507
54.49,6,11014
574.93,632,11389
139.68,219,8967
147.44,262,7315
43.17,114,7407
222.99,184,2108
160.77,163,4384
40.32,63,16644
0.68,9,5237
112.7,94,1214
252.43,312,10936
497.47,558,10887
134.57,147,11729
313.34,116,4106
0.62,2,11038
53.25,39,4109
159.86,165,2917
342.8,264,12462
507.47,482,11355
430.51,356,11618
23.44,33,10750
191.05,152,13002
119.33,17,15139
36.1,17,7792
174.64,151,7392
-6.3,2,7859
353.41,360,11959
27.31,34,11952
244.11,273,10738
508.85,500,12513
72.3,78,850
116.36,124,7996
244.22,286,10708
158.9,165,11713
5.57,26,8745
40.77,7,8671
424.23,497,4623
39.95,25,8062
22.77,11,13868
111.36,23,10125
365.47,492,5060
485.59,480,3188
354.38,331,4289
233.37,257,1511
87.15,87,9992
119.56,187,13339
166.77,97,8519
128.45,111,5364
163.04,137,15313
170.76,88,5063
135.03,182,818
195.46,227,4355
59.41,56,7551
210.62,189,12054
263.97,207,16484
110.87,108,2232
98.44,96,4760
246.03,231,14141
439.48,387,12947
122.24,106,5240
64.32,80,610
93.39,74,12714
74.08,113,6249
62.88,83,1242
100.0,98,1516
67.18,118,1058
-3.63,3,8124
35.99,31,7568
94.54,41,14186
102.64,70,8655
37.62,12,976
14.0,14,13244
-6.93,1,8075
394.23,380,15151
201.19,163,12977
579.48,770,11773
303.04,285,16748
368.63,410,5812
505.22,509,9546
91.67,46,15763
92.48,120,10195
169.32,295,3114
17.1,19,16614
501.68,558,14630
234.18,214,15934
-16.5,1,1413
1.96,8,4396
74.1,91,8833
248.38,261,10746
-14.35,2,117
196.78,225,565
392.56,407,3669
23.8,37,16259
20.43,17,8986
64.77,104,360
83.41,42,8931
-6.33,9,1040
341.09,330,8926
132.69,84,6741
202.11,174,2991
244.37,275,9610
89.88,102,11682
62.75,24,5858
38.67,79,6108
286.26,282,14386
312.69,308,16694
61.33,40,2583
301.7,89,12477
86.45,83,16397
137.16,63,9133
396.22,349,4291
-5.86,5,7548
456.51,548,3355
82.16,95,2304
58.7,63,1663
175.24,186,7200
22.37,30,12092
44.69,62,10822
253.36,247,14742
102.32,27,2666
36.7,18,356
473.83,458,11726
16.79,32,734
154.11,118,4642
-3.6,11,5597
-0.72,5,9988
3.91,7,4900
328.98,444,6814
321.34,471,15830
143.25,123,10866
298.2,229,13852
12.76,20,5071
270.07,267,3753
79.81,92,4705
141.3,161,819
300.69,292,13255
5.56,12,2097
421.2,416,14627
156.82,168,15905
168.0,153,3744
95.19,60,11538
194.38,151,9621
427.63,454,5098
166.78,142,16025
8.45,1,10920
138.64,219,7386
93.96,52,10340
-1.65,4,5893
293.38,361,2464
862.13,925,14772
96.72,65,7807
151.13,142,6044
167.24,163,14010
51.75,7,6828
82.36,113,6160
62.64,113,10371
240.17,166,2326
2.93,7,878
364.06,364,12197
201.4,184,5147
323.96,314,2219
25.55,27,10394
33.3,6,5312
274.05,203,7658
322.99,230,13202
204.28,174,6932
143.02,98,5352
78.14,63,17280
355.86,305,10693
284.33,316,4006
100.31,48,15547
399.36,379,14138
34.86,32,8548
796.09,812,11964
428.93,341,14198
213.95,203,11680
13.29,10,7595
414.04,447,4162
-0.84,19,1831
97.6,33,2442
51.05,54,222
240.51,182,16100
657.65,744,11053
0.29,7,16043
292.36,504,16169
536.69,495,3523
209.96,160,2963
5.21,9,6469
132.87,151,2495
692.67,838,15589
126.69,122,5448
24.79,7,2767
416.95,438,4714
285.82,236,12798
34.35,33,8058
820.4,783,14268
373.98,331,8089
4.58,6,11855
57.1,28,2173
95.97,56,17174
227.23,198,13542
147.8,136,8874
-5.39,4,8960
297.9,290,2854
404.77,364,9810
81.8,109,16181
24.64,2,8363
223.88,177,8938
192.49,113,1756
809.24,900,15324
253.85,76,15787
66.81,5,9318
150.49,157,13537
206.54,195,7585
52.44,47,697
20.53,18,1688
14.75,5,1463
401.12,389,13091
92.79,61,17161
144.76,132,17067
399.03,495,13418
63.41,32,8035
75.36,26,14923
0.37,9,2240
67.59,80,2672
170.87,223,4608
-15.06,6,256
92.02,74,16373
189.69,163,13659
10.59,12,16567
206.78,236,3383
-6.75,22,10321
66.94,81,6201
206.01,153,1590
84.27,114,6568
330.78,357,12604
152.9,101,1151
326.86,542,15806
116.51,77,16555
-10.79,12,8599
289.01,284,12802
44.55,59,334
297.38,420,4646
38.05,16,8457
52.59,72,8152
201.08,185,11863
202.46,300,2410
-10.98,1,810
101.71,106,7639
320.6,366,7461
184.54,222,5339
244.29,218,12270
125.94,45,17318
146.95,172,16670
122.36,139,8093
280.49,249,3417
195.14,155,16203
539.34,562,4412
180.2,54,10270
135.39,120,1126
88.11,93,7640
173.9,151,5344
235.24,228,12606
722.9,682,14091
766.5,957,10622
217.41,197,15821
55.83,40,6394
280.26,253,13904
133.15,116,12139
498.15,416,7850
140.79,161,4933
174.48,186,10698
34.0,19,6448
117.38,204,6510
30.23,5,8487
509.36,404,12134
-13.49,1,666
165.49,127,1127
349.9,375,5464
542.08,497,16057
388.75,499,13088
96.47,90,7710
200.2,216,3227
155.37,183,2723
6.67,16,4395
315.46,341,15391
138.34,91,8812
99.03,124,4184
-12.59,6,904
206.8,192,11117
70.94,40,8654
34.68,54,14132
172.15,166,4193
205.28,255,14152
139.51,141,8348
132.18,144,7254
-3.15,7,5550
327.83,258,13048
153.78,153,5341
505.96,458,13332
388.01,470,15182
184.04,207,7728
376.54,479,7227
-13.99,3,7692
317.77,396,16692
319.08,263,13313
54.58,40,3268
121.61,125,4848
56.08,52,702
122.29,166,464
366.55,545,14527
714.57,679,13419
95.16,108,9252
61.89,58,8834
291.44,357,5684
43.39,4,8508
172.48,55,11107
6.98,16,2479
8.27,17,13680
283.29,332,10164
162.44,184,10519
-4.92,3,11375
196.77,171,9789
26.86,29,12452
141.88,223,5472
287.94,268,16697
21.84,50,8956
-11.83,2,1363
22.22,32,1907
12.21,6,10032
105.72,145,1034
15.66,12,14327
365.65,452,13743
544.57,552,14582
141.77,192,14281
287.13,219,9042
78.43,86,680
11.28,3,1115
118.87,92,5482
82.01,45,15211
110.0,148,16947
11.14,7,12168
229.34,225,3275
156.57,279,3109
-9.66,2,8695
9.72,19,16351
103.66,87,6765
4.38,6,12239
39.04,33,7688
534.4,517,14336
411.96,458,12735
106.63,206,6199
352.45,489,14526
153.0,147,5184
463.56,513,9226
56.63,55,8595
200.97,214,8184
23.51,35,17142
193.22,194,7270
5.28,8,10943
719.88,766,14811
95.05,125,7877
49.76,41,15001
98.6,116,4904
289.68,266,9713
3.12,7,14903
344.91,339,12472
27.29,17,10324
612.29,581,15539
209.24,245,4367
419.83,308,12975
79.74,124,6064
16.23,19,9415
73.24,87,1172
783.39,938,15756
13.23,3,7
392.97,372,16342
92.88,31,3559
75.78,44,10804
222.64,102,17350
81.21,121,3872
288.61,268,11524
10.35,25,4015
292.74,255,12136
201.42,79,2866
4.1,4,13607
76.17,89,7862
41.04,19,1016
226.68,322,3133
63.08,103,1301
249.25,272,3115
252.53,241,12040
469.35,399,3428
798.46,824,12901
365.78,357,4285
205.31,225,14261
405.95,474,15005
134.79,171,1125
327.5,269,16435
159.59,157,2151
352.62,386,7464
89.18,86,12314
33.71,27,16068
84.45,21,9317
262.43,225,14981
17.82,31,10800
379.49,350,12135
23.82,50,2001
189.75,135,4835
207.93,246,4187
69.43,46,17202
30.27,17,10174
81.53,62,8511
3.3,4,10224
3.82,6,15430
10.31,10,13991
-10.49,5,7717
134.64,132,4236
413.38,454,14810
25.64,39,1924
0.4,9,17193
-7.08,10,8602
64.39,103,3482
385.99,394,4389
550.72,532,12852
101.99,107,1344
170.08,139,5232
173.69,78,10117
212.6,106,8663
50.59,45,224
389.67,315,16841
158.14,209,15250
138.24,158,14346
51.65,20,4136
81.87,33,4034
247.87,337,10952
79.89,58,2336
233.86,242,8614
792.29,963,15780
249.47,251,16457
540.8,529,12151
316.43,476,14246
110.17,97,8518
71.9,109,2840
79.37,35,12338
588.98,688,15007
-15.94,2,690
2.86,11,7742
56.34,55,839
19.61,16,9074
316.3,382,12460
79.32,23,16206
147.5,252,2753
170.48,154,7607
342.77,375,4125
267.47,279,10689
107.2,135,7901
114.49,50,6921
111.07,30,8497
225.1,158,12499
130.63,161,681
10.35,7,17144
170.29,172,2543
162.72,175,13205
97.45,149,7698
554.64,577,12011
71.84,33,4010
417.91,377,6793
143.5,138,4428
160.96,157,11393
430.11,487,12275
202.78,216,4883
97.23,35,4490
261.16,211,11098
61.63,63,147
202.26,237,8302
373.36,396,8233
198.15,308,1798
226.52,185,7323
106.16,53,1003
201.52,177,7008
152.88,147,11237
25.67,28,15788
177.86,207,9899
592.51,611,11379
228.0,200,17080
593.18,707,15008
228.75,235,16394
356.34,374,13304
388.15,404,3617
58.76,86,7167
298.37,391,13264
118.87,150,1522
110.27,46,9647
134.97,97,652
197.02,289,2628
168.06,31,15715
124.27,118,17051
142.61,308,2751
527.48,543,14024
119.86,116,696
200.68,220,16155
88.15,53,7077
254.59,135,6801
152.96,162,4080
76.0,98,6424
622.5,684,12343
130.39,152,3467
172.82,142,2370
437.61,495,13610
250.2,230,13041
326.64,127,13297
138.06,119,16166
7.08,4,12573
453.11,407,12759
196.86,147,17157
510.37,543,11414
183.11,182,15097
6.29,9,4782
24.92,24,12524
19.09,2,2573
300.2,174,4955
317.22,358,14740
59.42,36,2035
670.19,300,16463
128.23,146,5556
13.38,22,7861
141.0,202,2294
5.28,9,14735
341.45,333,12052
308.78,269,14402
339.34,375,10672
-6.66,5,17260
-12.5,10,834
209.64,218,5666
116.71,138,1896
32.06,34,4133
77.04,62,12506
272.6,282,10686
390.46,370,13983
-0.39,6,3894
518.01,558,12635
269.93,225,10145
127.36,89,2388
222.46,108,11513
334.64,334,15100
148.44,145,4045
815.86,869,13572
61.26,79,6131
86.72,59,12188
127.13,106,9957
342.19,309,2371
751.72,757,14979
447.13,446,11943
83.98,56,8465
335.83,305,4293
-8.03,2,7764
271.52,37,12883
122.18,80,14370
78.73,85,6927
-4.26,12,4326
177.46,177,10019
-1.48,4,9675
15.52,11,1250
463.07,387,11267
4.26,10,10608
160.24,158,12865
10.59,7,2024
524.99,572,15782
2.83,5,7119
126.04,25,1473
335.89,345,13540
118.54,121,9164
18.51,11,14637
72.95,25,16477
41.91,43,15240
115.92,54,3206
8.13,7,15142
-5.02,2,9532
5.71,7,14758
738.18,699,13644
65.22,32,10990
297.17,307,5241
422.45,527,13067
132.92,124,8140
15.63,19,114
595.7,563,16271
23.73,30,3965
209.89,257,13745
-9.19,8,1714
322.28,297,15088
232.22,145,4798
60.38,69,7808
53.43,34,1561
173.95,171,12003
444.39,390,14727
264.32,332,6329
111.23,124,9611
89.51,104,3752
161.23,192,5392
-18.32,3,213
72.19,98,7023
194.45,138,3347
465.97,470,12951
419.58,408,5994
150.06,148,2536
-6.48,1,7883
135.02,190,7900
273.08,228,15582
394.37,409,14815
257.24,314,7318
126.3,122,16804
276.39,320,6698
139.48,125,1374
136.86,78,4740
106.45,113,4753
211.4,188,3659
246.92,300,13672
548.66,462,9043
275.0,313,13928
13.92,14,14328
-4.82,4,7020
36.95,33,380
116.9,101,10053
183.92,222,12642
164.46,148,4573
285.48,343,11626
224.13,224,3923
219.29,265,12376
516.46,429,3331
25.77,5,10702
10.13,10,1740
563.32,680,15011
322.65,380,3784
268.06,292,4263
188.09,189,4379
9.81,5,14591
401.12,390,5465
329.22,321,5061
11.02,3,1554
41.53,58,8397
65.57,84,800
41.43,46,8313
163.17,148,5929
25.9,11,1560
561.83,652,13766
5.54,17,2695
141.93,135,2615
380.79,181,4316
6.2,6,14783
97.34,142,2124
98.9,78,1212
106.3,116,12500
257.54,171,7468
30.03,13,12933
117.76,69,12763
11.21,9,12693
157.26,165,3647
25.73,16,1995
83.0,121,9095
185.68,157,602
-6.92,3,9102
-9.04,2,996
230.46,107,6802
390.95,402,12290
509.26,596,14738
91.29,92,9491
72.99,46,8542
0.76,10,16904
8.19,19,5092
317.22,337,14116
353.5,341,11295
246.52,245,16106
458.45,550,16392
394.23,434,16126
113.46,86,2962
53.24,48,7352
163.21,125,15522
617.82,494,10911
227.2,276,12393
120.05,156,8084
187.21,214,5605
351.83,268,1378
154.8,156,8921
24.66,30,11108
18.22,24,927
486.25,489,15029
145.15,139,12361
292.85,277,2468
437.3,417,4522
66.35,73,5139
147.61,109,9718
23.72,13,17147
268.57,194,1631
0.18,11,12021
489.27,463,12710
87.57,18,7868
158.26,165,4670
353.13,354,14342
703.75,597,10263
5.92,11,7958
126.13,150,4164
186.17,239,7437
481.47,489,13834
211.6,188,5930
2.78,4,16186
252.78,195,9680
7.88,13,5678
265.1,287,11296
180.5,193,3160
64.11,54,15022
221.45,226,5099
70.45,98,7383
160.08,154,8012
47.58,16,7713
425.42,437,13854
255.37,122,7470
-12.73,3,214
27.55,37,2284
3.78,17,2647
-1.8,3,11398
215.09,246,7937
210.94,188,12750
-2.01,7,1274
171.26,187,10281
3.95,11,6851
67.39,43,7257
12.47,15,12621
27.39,6,4230
4.64,11,17264
20.41,18,9656
57.84,21,6640
95.06,70,4779
232.89,101,5829
506.87,564,12824
140.28,79,590
238.0,259,1580
157.06,202,7865
40.18,15,7329
603.6,586,12324
178.51,178,7608
-7.75,3,7405
71.8,15,9362
117.21,122,908
211.63,372,10564
170.82,247,11528
142.48,107,2872
212.53,221,4211
80.67,141,12289
520.15,570,15030
81.69,124,16158
328.48,459,3137
451.9,440,11906
70.36,70,8770
523.18,498,10334
189.72,159,9976
7.49,5,8459
580.34,666,11571
5.0,2,10391
69.47,50,16212
306.66,402,16055
33.58,6,2960
26.79,24,2592
399.64,307,1847
368.82,341,13924
131.51,142,8226
189.24,117,17278
303.53,278,9210
36.9,7,2549
59.0,119,4323
167.58,141,7175
66.75,39,5823
99.74,37,6154
8.7,16,259
766.03,730,14715
114.07,117,10683
-0.58,3,8243
45.63,64,7695
280.53,302,14241
64.7,19,13849
12.15,10,3844
38.12,32,2306
282.86,298,14961
-0.1,5,11086
437.89,564,16871
69.57,32,8453
151.45,177,2559
169.69,134,11537
281.0,273,10426
309.03,290,13976
412.51,354,2947
8.24,13,3774
-1.33,15,620
501.12,383,2324
205.72,137,14623
0.42,11,7354
502.12,578,14670
279.86,410,10329
146.46,133,14682
321.53,418,3277
57.88,59,3604
123.3,90,9684
389.58,456,3615
247.92,497,15396
740.7,732,11412
32.64,8,12958
436.26,446,6622
89.32,64,4033
82.73,81,1583
-14.27,2,1248
11.33,6,4254
144.21,92,4306
222.39,198,6935
37.61,35,7618
98.51,44,17315
290.68,447,4334
226.94,243,17135
169.25,198,16657
122.11,90,2149
258.49,331,10880
402.7,447,13085
105.04,84,11488
519.15,504,12155
413.46,509,16631
289.28,292,14164
25.86,28,6109
197.4,233,13469
379.32,299,10998
141.79,155,4368
189.22,185,7511
-5.34,4,2838
291.06,256,13156
166.59,118,1008
-6.08,5,7884
200.94,216,16050
419.71,378,2945
455.51,322,7082
492.66,616,16870
116.66,23,10157
65.18,78,8746
49.51,41,15312
74.9,92,201
76.53,48,12674
36.91,37,14280
0.47,39,5968
55.68,12,1562
193.91,212,6001
144.73,143,6942
160.08,147,7535
115.88,198,11130
145.78,39,11341
369.28,343,15796
203.28,122,13480
67.66,57,16493
303.05,297,15904
23.97,1,2333
-5.43,5,3222
23.58,9,11037
161.11,178,14322
37.16,30,7593
102.31,104,1908
470.88,532,14450
420.45,414,6834
129.95,128,17302
458.89,475,13946
229.71,272,11696
-5.09,9,548
245.55,218,16289
80.41,62,13994
588.33,514,5011
205.37,213,11694
614.32,596,14750
298.46,298,15389
135.67,178,8966
22.25,17,3966
185.88,153,3352
135.29,143,3396
3.95,6,208
313.8,327,9906
234.5,290,3186
